title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
Preclinical studies identify non-apoptotic low-level caspase-3 as therapeutic target in pemphigus vulgaris.,https://doi.org/10.1371/journal.pone.0119809,25748204,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 2.0,Very Good,2-Jun-15,Luyet C et al.,New Finding,
Pegylated-interferon alpha therapy for treatment-experienced chronic hepatitis B patients.,https://doi.org/10.1371/journal.pone.0122259,25835020,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,23-Apr-15,Yeh ML et al.,Interesting Hypothesis,
Phosphorylation of Mycobacterium tuberculosis ParB participates in regulating the ParABS chromosome segregation system.,https://doi.org/10.1371/journal.pone.0119907,25807382,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.7, Weighted sum of stars: 2.0,Very Good,22-Apr-15,Baronian G et al.,New Finding,
"The RGS2 (-391, C>G) genetic variation correlates to antihypertensive drug responses in Chinese patients with essential hypertension.",https://doi.org/10.1371/journal.pone.0121483,25849301,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.33, Weighted sum of stars: 1.0,Good,22-Apr-15,He F et al.,Confirmation,
Preclinical studies identify non-apoptotic low-level caspase-3 as therapeutic target in pemphigus vulgaris.,https://doi.org/10.1371/journal.pone.0119809,25748204,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 2.0,Very Good,2-Jun-15,Luyet C et al.,Novel Drug Target,
"The RGS2 (-391, C>G) genetic variation correlates to antihypertensive drug responses in Chinese patients with essential hypertension.",https://doi.org/10.1371/journal.pone.0121483,25849301,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.33, Weighted sum of stars: 1.0,Good,22-Apr-15,He F et al.,Interesting Hypothesis,
Long tree-ring chronologies provide evidence of recent tree growth decrease in a Central African tropical forest.,https://doi.org/10.1371/journal.pone.0120962,25806946,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,15-Apr-15,Battipaglia G et al.,Confirmation,
Long tree-ring chronologies provide evidence of recent tree growth decrease in a Central African tropical forest.,https://doi.org/10.1371/journal.pone.0120962,25806946,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,15-Apr-15,Battipaglia G et al.,Controversial,
Catalytically Dead αCaMKII K42M Mutant Acts as a Dominant Negative in the Control of Synaptic Strength.,https://doi.org/10.1371/journal.pone.0123718,25905720,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.24, Weighted sum of stars: 1.0,Good,28-May-15,"Kabakov AY, Lisman JE",New Finding,
Transcriptome comparisons identify new cell markers for theca interna and granulosa cells from small and large antral ovarian follicles.,https://doi.org/10.1371/journal.pone.0119800,25775029,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.56, Weighted sum of stars: 1.0,Good,28-May-15,Hatzirodos N et al.,Confirmation,
Transcriptome comparisons identify new cell markers for theca interna and granulosa cells from small and large antral ovarian follicles.,https://doi.org/10.1371/journal.pone.0119800,25775029,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.56, Weighted sum of stars: 1.0,Good,28-May-15,Hatzirodos N et al.,Good for Teaching,
Transcriptome comparisons identify new cell markers for theca interna and granulosa cells from small and large antral ovarian follicles.,https://doi.org/10.1371/journal.pone.0119800,25775029,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.56, Weighted sum of stars: 1.0,Good,28-May-15,Hatzirodos N et al.,Interesting Hypothesis,
Long tree-ring chronologies provide evidence of recent tree growth decrease in a Central African tropical forest.,https://doi.org/10.1371/journal.pone.0120962,25806946,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,15-Apr-15,Battipaglia G et al.,Good for Teaching,
Effect of paricalcitol vs calcitriol on hemoglobin levels in chronic kidney disease patients: a randomized trial.,https://doi.org/10.1371/journal.pone.0118174,25781618,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07, Weighted sum of stars: 1.0,Good,15-Apr-15,Riccio E et al.,Controversial,
Transcriptome comparisons identify new cell markers for theca interna and granulosa cells from small and large antral ovarian follicles.,https://doi.org/10.1371/journal.pone.0119800,25775029,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.56, Weighted sum of stars: 1.0,Good,28-May-15,Hatzirodos N et al.,New Finding,
Intense synaptic activity enhances temporal resolution in spinal motoneurons.,https://doi.org/10.1371/journal.pone.0003218,18795101,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 3.0,Very Good,10-Feb-09,Berg RW et al.,New Finding,
Effect of paricalcitol vs calcitriol on hemoglobin levels in chronic kidney disease patients: a randomized trial.,https://doi.org/10.1371/journal.pone.0118174,25781618,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07, Weighted sum of stars: 1.0,Good,15-Apr-15,Riccio E et al.,Interesting Hypothesis,
Intense synaptic activity enhances temporal resolution in spinal motoneurons.,https://doi.org/10.1371/journal.pone.0003218,18795101,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.05, Weighted sum of stars: 3.0,Very Good,10-Feb-09,Berg RW et al.,Technical Advance,
Augmented lung inflammation protects against influenza A pneumonia.,https://doi.org/10.1371/journal.pone.0004176,19137067,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Tuvim MJ et al.,Interesting Hypothesis,
Augmented lung inflammation protects against influenza A pneumonia.,https://doi.org/10.1371/journal.pone.0004176,19137067,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Tuvim MJ et al.,New Finding,
Retinal pathology of pediatric cerebral malaria in Malawi.,https://doi.org/10.1371/journal.pone.0004317,19177166,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.07, Weighted sum of stars: 1.0,Good,17-Feb-09,White VA et al.,New Finding,
Poisoning pyridoxal 5-phosphate-dependent enzymes: a new strategy to target the malaria parasite Plasmodium falciparum.,https://doi.org/10.1371/journal.pone.0004406,19197387,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.04, Weighted sum of stars: 1.0,Good,15-Feb-09,Müller IB et al.,New Finding,
Poisoning pyridoxal 5-phosphate-dependent enzymes: a new strategy to target the malaria parasite Plasmodium falciparum.,https://doi.org/10.1371/journal.pone.0004406,19197387,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.04, Weighted sum of stars: 1.0,Good,15-Feb-09,Müller IB et al.,Novel Drug Target,
Augmented lung inflammation protects against influenza A pneumonia.,https://doi.org/10.1371/journal.pone.0004176,19137067,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.85, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Tuvim MJ et al.,Novel Drug Target,
Synergistic actions of hematopoietic and mesenchymal stem/progenitor cells in vascularizing bioengineered tissues.,https://doi.org/10.1371/journal.pone.0003922,19081793,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Moioli EK et al.,Confirmation,
Synergistic actions of hematopoietic and mesenchymal stem/progenitor cells in vascularizing bioengineered tissues.,https://doi.org/10.1371/journal.pone.0003922,19081793,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Moioli EK et al.,Interesting Hypothesis,
Synergistic actions of hematopoietic and mesenchymal stem/progenitor cells in vascularizing bioengineered tissues.,https://doi.org/10.1371/journal.pone.0003922,19081793,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Moioli EK et al.,New Finding,
Poisoning pyridoxal 5-phosphate-dependent enzymes: a new strategy to target the malaria parasite Plasmodium falciparum.,https://doi.org/10.1371/journal.pone.0004406,19197387,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.04, Weighted sum of stars: 1.0,Good,15-Feb-09,Müller IB et al.,Technical Advance,
A recalibrated molecular clock and independent origins for the cholera pandemic clones.,https://doi.org/10.1371/journal.pone.0004053,19115014,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.04, Weighted sum of stars: 1.0,Good,11-Feb-09,Feng L et al.,New Finding,
Synergistic actions of hematopoietic and mesenchymal stem/progenitor cells in vascularizing bioengineered tissues.,https://doi.org/10.1371/journal.pone.0003922,19081793,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.91, Weighted sum of stars: 2.0,Very Good,12-Mar-09,Moioli EK et al.,Technical Advance,
A recalibrated molecular clock and independent origins for the cholera pandemic clones.,https://doi.org/10.1371/journal.pone.0004053,19115014,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.04, Weighted sum of stars: 1.0,Good,11-Feb-09,Feng L et al.,Technical Advance,
"GPRC6A null mice exhibit osteopenia, feminization and metabolic syndrome.",https://doi.org/10.1371/journal.pone.0003858,19050760,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.38, Weighted sum of stars: 1.0,Good,5-Mar-09,Pi M et al.,New Finding,
Inducible ablation of melanopsin-expressing retinal ganglion cells reveals their central role in non-image forming visual responses.,https://doi.org/10.1371/journal.pone.0002451,18545654,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.18, Weighted sum of stars: 1.0,Good,8-Feb-09,Hatori M et al.,Confirmation,
Resurrection of a bull by cloning from organs frozen without cryoprotectant in a -80 degrees c freezer for a decade.,https://doi.org/10.1371/journal.pone.0004142,19129919,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.15, Weighted sum of stars: 2.0,Very Good,5-Feb-09,Hoshino Y et al.,Confirmation,
Resurrection of a bull by cloning from organs frozen without cryoprotectant in a -80 degrees c freezer for a decade.,https://doi.org/10.1371/journal.pone.0004142,19129919,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.15, Weighted sum of stars: 2.0,Very Good,5-Feb-09,Hoshino Y et al.,New Finding,
Resurrection of a bull by cloning from organs frozen without cryoprotectant in a -80 degrees c freezer for a decade.,https://doi.org/10.1371/journal.pone.0004142,19129919,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.15, Weighted sum of stars: 2.0,Very Good,5-Feb-09,Hoshino Y et al.,Technical Advance,
Eating disorder behaviors are increasing: findings from two sequential community surveys in South Australia.,https://doi.org/10.1371/journal.pone.0001541,18253489,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.75, Weighted sum of stars: 1.0,Good,4-Feb-09,Hay PJ et al.,Confirmation,
Relationships between TGFbeta proteins and oxygen concentrations inside the first trimester human gestational sac.,https://doi.org/10.1371/journal.pone.0002302,18523681,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 1.0,Good,4-Feb-09,Muttukrishna S et al.,Confirmation,
Germ warfare in a microbial mat community: CRISPRs provide insights into the co-evolution of host and viral genomes.,https://doi.org/10.1371/journal.pone.0004169,19132092,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 2.0,Very Good,4-Feb-09,Heidelberg JF et al.,New Finding,
Human cord blood stem cell-modulated regulatory T lymphocytes reverse the autoimmune-caused type 1 diabetes in nonobese diabetic (NOD) mice.,https://doi.org/10.1371/journal.pone.0004226,19156219,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 2.0,Very Good,29-Jan-09,Zhao Y et al.,New Finding,
Impact of HIV infection and Kaposi sarcoma on human herpesvirus-8 mucosal replication and dissemination in Uganda.,https://doi.org/10.1371/journal.pone.0004222,19156206,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 1.0,Good,27-Jan-09,Johnston C et al.,Confirmation,
Impact of HIV infection and Kaposi sarcoma on human herpesvirus-8 mucosal replication and dissemination in Uganda.,https://doi.org/10.1371/journal.pone.0004222,19156206,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.11, Weighted sum of stars: 1.0,Good,27-Jan-09,Johnston C et al.,Technical Advance,
"Liposome reconstitution and modulation of recombinant prenylated human Rac1 by GEFs, GDI1 and Pak1.",https://doi.org/10.1371/journal.pone.0102425,25014207,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 4.0,Exceptional,15-Apr-15,Zhang SC et al.,Confirmation,
"Liposome reconstitution and modulation of recombinant prenylated human Rac1 by GEFs, GDI1 and Pak1.",https://doi.org/10.1371/journal.pone.0102425,25014207,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 4.0,Exceptional,15-Apr-15,Zhang SC et al.,Interesting Hypothesis,
"Liposome reconstitution and modulation of recombinant prenylated human Rac1 by GEFs, GDI1 and Pak1.",https://doi.org/10.1371/journal.pone.0102425,25014207,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 4.0,Exceptional,15-Apr-15,Zhang SC et al.,New Finding,
"Liposome reconstitution and modulation of recombinant prenylated human Rac1 by GEFs, GDI1 and Pak1.",https://doi.org/10.1371/journal.pone.0102425,25014207,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 4.0,Exceptional,15-Apr-15,Zhang SC et al.,Technical Advance,
Female sexual function of overweight women with gestational diabetes mellitus - a cross-sectional study.,https://doi.org/10.1371/journal.pone.0095094,24736490,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 1.0,Good,14-Apr-15,Ribeiro MC et al.,Confirmation,
Clinical practice guidelines and consensus statements in oncology--an assessment of their methodological quality.,https://doi.org/10.1371/journal.pone.0110469,25329669,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.21, Weighted sum of stars: 2.0,Very Good,15-Mar-15,Jacobs C et al.,New Finding,
Toll-like receptor 4 mediates endothelial cell activation through NF-κB but is not associated with endothelial dysfunction in patients with rheumatoid arthritis.,https://doi.org/10.1371/journal.pone.0099053,24918924,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 2.0,Very Good,4-Mar-15,Menghini R et al.,Good for Teaching,
Female sexual function of overweight women with gestational diabetes mellitus - a cross-sectional study.,https://doi.org/10.1371/journal.pone.0095094,24736490,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 1.0,Good,14-Apr-15,Ribeiro MC et al.,Good for Teaching,
