title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Giardia flagellar motility is not directly required to maintain attachment to surfaces.,https://doi.org/10.1371/journal.ppat.1002167,21829364,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.58, Weighted sum of stars: 1.0,Good,16 Nov 2011,House SA et al.,Refutation
Blood feeding and insulin-like peptide 3 stimulate proliferation of hemocytes in the mosquito Aedes aegypti.,https://doi.org/10.1371/journal.ppat.1002274,21998579,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 1.0,Good,08 Dec 2011,Castillo J et al.,New Finding
Trafficking of hepatitis C virus core protein during virus particle assembly.,https://doi.org/10.1371/journal.ppat.1002302,22028650,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.51, Weighted sum of stars: 1.0,Good,01 Dec 2011,Counihan NA et al.,New Finding
Pseudomonas evades immune recognition of flagellin in both mammals and plants.,https://doi.org/10.1371/journal.ppat.1002206,21901099,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.86, Weighted sum of stars: 2.0,Very Good,20 Oct 2011,Bardoel BW et al.,New Finding
"Non-lytic, actin-based exit of intracellular parasites from C. elegans intestinal cells.",https://doi.org/10.1371/journal.ppat.1002227,21949650,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.17, Weighted sum of stars: 1.0,Good,15 Nov 2011,Estes KA et al.,New Finding
Fumarate reductase activity maintains an energized membrane in anaerobic Mycobacterium tuberculosis.,https://doi.org/10.1371/journal.ppat.1002287,21998585,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.19, Weighted sum of stars: 1.0,Good,19 Oct 2011,Watanabe S et al.,New Finding
Trafficking of hepatitis C virus core protein during virus particle assembly.,https://doi.org/10.1371/journal.ppat.1002302,22028650,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.51, Weighted sum of stars: 1.0,Good,01 Dec 2011,Counihan NA et al.,Technical Advance
Chlamydia trachomatis co-opts GBF1 and CERT to acquire host sphingomyelin for distinct roles during intracellular development.,https://doi.org/10.1371/journal.ppat.1002198,21909260,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.44, Weighted sum of stars: 2.0,Very Good,19 Oct 2011,Elwell CA et al.,New Finding
"Alterations in the Aedes aegypti transcriptome during infection with West Nile, dengue and yellow fever viruses.",https://doi.org/10.1371/journal.ppat.1002189,21909258,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.37, Weighted sum of stars: 1.0,Good,02 Nov 2011,Colpitts TM et al.,New Finding
Tubule-guided cell-to-cell movement of a plant virus requires class XI myosin motors.,https://doi.org/10.1371/journal.ppat.1002327,22046131,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 2.0,Good,23 Nov 2011,Amari K et al.,New Finding
High-resolution phenotypic profiling defines genes essential for mycobacterial growth and cholesterol catabolism.,https://doi.org/10.1371/journal.ppat.1002251,21980284,Score 5.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 23.33, Weighted sum of stars: 1.0,Good,24 Nov 2011,Griffin JE et al.,New Finding
Structural and functional studies on the interaction of GspC and GspD in the type II secretion system.,https://doi.org/10.1371/journal.ppat.1002228,21931548,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 1.0,Good,17 Oct 2011,Korotkov KV et al.,New Finding
Soluble rhesus lymphocryptovirus gp350 protects against infection and reduces viral loads in animals that become infected with virus after challenge.,https://doi.org/10.1371/journal.ppat.1002308,22028652,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.01, Weighted sum of stars: 1.0,Good,02 Nov 2011,Sashihara J et al.,New Finding
High-resolution phenotypic profiling defines genes essential for mycobacterial growth and cholesterol catabolism.,https://doi.org/10.1371/journal.ppat.1002251,21980284,Score 5.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 23.33, Weighted sum of stars: 1.0,Good,24 Nov 2011,Griffin JE et al.,Technical Advance
Targeting cattle-borne zoonoses and cattle pathogens using a novel trypanosomatid-based delivery system.,https://doi.org/10.1371/journal.ppat.1002340,22046137,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.59, Weighted sum of stars: 1.0,Good,17 Nov 2011,Mott GA et al.,Technical Advance
"The motility of a human parasite, Toxoplasma gondii, is regulated by a novel lysine methyltransferase.",https://doi.org/10.1371/journal.ppat.1002201,21909263,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.67, Weighted sum of stars: 2.0,Very Good,12 Oct 2011,Heaslip AT et al.,New Finding
Vaccinia virus protein C6 is a virulence factor that binds TBK-1 adaptor proteins and inhibits activation of IRF3 and IRF7.,https://doi.org/10.1371/journal.ppat.1002247,21931555,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.07, Weighted sum of stars: 1.0,Good,10 Oct 2011,Unterholzner L et al.,New Finding
Haemophilus influenzae infection drives IL-17-mediated neutrophilic allergic airways disease.,https://doi.org/10.1371/journal.ppat.1002244,21998577,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.61, Weighted sum of stars: 1.0,Good,01 Nov 2011,Essilfie AT et al.,New Finding
Coordination of KSHV latent and lytic gene control by CTCF-cohesin mediated chromosome conformation.,https://doi.org/10.1371/journal.ppat.1002140,21876668,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.98, Weighted sum of stars: 2.0,Very Good,10 Oct 2011,Kang H et al.,New Finding
APOBEC3A is a specific inhibitor of the early phases of HIV-1 infection in myeloid cells.,https://doi.org/10.1371/journal.ppat.1002221,21966267,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.65, Weighted sum of stars: 2.0,Very Good,01 Nov 2011,Berger G et al.,New Finding
c-di-AMP is a new second messenger in Staphylococcus aureus with a role in controlling cell size and envelope stress.,https://doi.org/10.1371/journal.ppat.1002217,21909268,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.38, Weighted sum of stars: 1.0,Good,29 Sep 2011,Corrigan RM et al.,New Finding
"Mycobacterium tuberculosis eis regulates autophagy, inflammation, and cell death through redox-dependent signaling.",https://doi.org/10.1371/journal.ppat.1001230,21187903,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.73, Weighted sum of stars: 1.0,Good,27 Sep 2011,Shin DM et al.,New Finding
Fluorescence lifetime imaging unravels C. trachomatis metabolism and its crosstalk with the host cell.,https://doi.org/10.1371/journal.ppat.1002108,21779161,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,27 Sep 2011,Szaszák M et al.,New Finding
Fluorescence lifetime imaging unravels C. trachomatis metabolism and its crosstalk with the host cell.,https://doi.org/10.1371/journal.ppat.1002108,21779161,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.13, Weighted sum of stars: 2.0,Very Good,27 Sep 2011,Szaszák M et al.,Technical Advance
Misregulation of AUXIN RESPONSE FACTOR 8 underlies the developmental abnormalities caused by three distinct viral silencing suppressors in Arabidopsis.,https://doi.org/10.1371/journal.ppat.1002035,21589905,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.54, Weighted sum of stars: 1.0,Good,31 Oct 2011,Jay F et al.,New Finding
In vivo hypoxia and a fungal alcohol dehydrogenase influence the pathogenesis of invasive pulmonary aspergillosis.,https://doi.org/10.1371/journal.ppat.1002145,21811407,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.47, Weighted sum of stars: 2.0,Very Good,31 Oct 2011,Grahl N et al.,New Finding
Helicobacter pylori exploits a unique repertoire of type IV secretion system components for pilus assembly at the bacteria-host cell interface.,https://doi.org/10.1371/journal.ppat.1002237,21909278,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.44, Weighted sum of stars: 3.0,Very Good,22 Sep 2011,Shaffer CL et al.,New Finding
Genomic insights into the origin of parasitism in the emerging plant pathogen Bursaphelenchus xylophilus.,https://doi.org/10.1371/journal.ppat.1002219,21909270,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.59, Weighted sum of stars: 1.0,Good,21 Sep 2011,Kikuchi T et al.,New Finding
A quorum sensing regulated small volatile molecule reduces acute virulence and promotes chronic infection phenotypes.,https://doi.org/10.1371/journal.ppat.1002192,21829370,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.54, Weighted sum of stars: 1.0,Good,08 Sep 2011,Kesarwani M et al.,New Finding
A quorum sensing regulated small volatile molecule reduces acute virulence and promotes chronic infection phenotypes.,https://doi.org/10.1371/journal.ppat.1002192,21829370,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.54, Weighted sum of stars: 1.0,Good,08 Sep 2011,Kesarwani M et al.,Novel Drug Target
Selection of resistant bacteria at very low antibiotic concentrations.,https://doi.org/10.1371/journal.ppat.1002158,21811410,Score 11.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 32.92, Weighted sum of stars: 2.0,Very Good,07 Sep 2011,Gullberg E et al.,New Finding
Disruption of PML nuclear bodies is mediated by ORF61 SUMO-interacting motifs and required for varicella-zoster virus pathogenesis in skin.,https://doi.org/10.1371/journal.ppat.1002157,21901090,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.37, Weighted sum of stars: 1.0,Good,30 Aug 2011,Wang L et al.,New Finding
Two group A streptococcal peptide pheromones act through opposing Rgg regulators to control biofilm development.,https://doi.org/10.1371/journal.ppat.1002190,21829369,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.49, Weighted sum of stars: 2.0,Very Good,23 Aug 2011,Chang JC et al.,New Finding
IL-10 blocks the development of resistance to re-infection with Schistosoma mansoni.,https://doi.org/10.1371/journal.ppat.1002171,21829367,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.48, Weighted sum of stars: 2.0,Very Good,21 Aug 2011,Wilson MS et al.,New Finding
Extensive genome-wide variability of human cytomegalovirus in congenitally infected infants.,https://doi.org/10.1371/journal.ppat.1001344,21625576,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.51, Weighted sum of stars: 2.0,Very Good,27 Jun 2011,Renzette N et al.,New Finding
Acquisition of human-type receptor binding specificity by new H5N1 influenza virus sublineages during their emergence in birds in Egypt.,https://doi.org/10.1371/journal.ppat.1002068,21637809,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.51, Weighted sum of stars: 2.0,Very Good,19 Jun 2011,Watanabe Y et al.,New Finding
C-terminal region of EBNA-2 determines the superior transforming ability of type 1 Epstein-Barr virus by enhanced gene regulation of LMP-1 and CXCR7.,https://doi.org/10.1371/journal.ppat.1002164,21857817,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.5, Weighted sum of stars: 1.0,Good,15 Aug 2011,Cancian L et al.,New Finding
Candida albicans infection of Caenorhabditis elegans induces antifungal immune defenses.,https://doi.org/10.1371/journal.ppat.1002074,21731485,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.06, Weighted sum of stars: 1.0,Good,11 Aug 2011,Pukkila-Worley R et al.,
Passively administered pooled human immunoglobulins exert IL-10 dependent anti-inflammatory effects that protect against fatal HSV encephalitis.,https://doi.org/10.1371/journal.ppat.1002071,21655109,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.65, Weighted sum of stars: 1.0,Good,14 Jun 2011,Ramakrishna C et al.,
H2A.Z demarcates intergenic regions of the plasmodium falciparum epigenome that are dynamically marked by H3K9ac and H3K4me3.,https://doi.org/10.1371/journal.ppat.1001223,21187892,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.46, Weighted sum of stars: 1.0,Good,06 Jun 2011,Bártfai R et al.,New Finding
H2A.Z demarcates intergenic regions of the plasmodium falciparum epigenome that are dynamically marked by H3K9ac and H3K4me3.,https://doi.org/10.1371/journal.ppat.1001223,21187892,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.46, Weighted sum of stars: 1.0,Good,06 Jun 2011,Bártfai R et al.,Technical Advance
The extracytoplasmic domain of the Mycobacterium tuberculosis Ser/Thr kinase PknB binds specific muropeptides and is required for PknB localization.,https://doi.org/10.1371/journal.ppat.1002182,21829358,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.59, Weighted sum of stars: 1.0,Good,10 Aug 2011,Mir M et al.,New Finding
Sporangiospore size dimorphism is linked to virulence of Mucor circinelloides.,https://doi.org/10.1371/journal.ppat.1002086,21698218,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.99, Weighted sum of stars: 1.0,Good,10 Aug 2011,Li CH et al.,New Finding
Patients with discordant responses to antiretroviral therapy have impaired killing of HIV-infected T cells.,https://doi.org/10.1371/journal.ppat.1001213,21124822,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.39, Weighted sum of stars: 1.0,Good,24 May 2011,Natesampillai S et al.,New Finding
Invasive extravillous trophoblasts restrict intracellular growth and spread of Listeria monocytogenes.,https://doi.org/10.1371/journal.ppat.1002005,21408203,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.04, Weighted sum of stars: 1.0,Good,13 Apr 2011,Zeldovich VB et al.,New Finding
The RON2-AMA1 interaction is a critical step in moving junction-dependent invasion by apicomplexan parasites.,https://doi.org/10.1371/journal.ppat.1001276,21347343,Score 5.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 7.08, Weighted sum of stars: 1.0,Good,10 Apr 2011,Lamarque M et al.,Confirmation
"The Clostridium difficile cell wall protein CwpV is antigenically variable between strains, but exhibits conserved aggregation-promoting function.",https://doi.org/10.1371/journal.ppat.1002024,21533071,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.18, Weighted sum of stars: 1.0,Good,15 May 2011,Reynolds CB et al.,New Finding
Malaria parasite invasion of the mosquito salivary gland requires interaction between the Plasmodium TRAP and the Anopheles saglin proteins.,https://doi.org/10.1371/journal.ppat.1000265,19148273,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 3.0,Good,02 Mar 2009,Ghosh AK et al.,Interesting Hypothesis
Malaria parasite invasion of the mosquito salivary gland requires interaction between the Plasmodium TRAP and the Anopheles saglin proteins.,https://doi.org/10.1371/journal.ppat.1000265,19148273,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 3.0,Good,02 Mar 2009,Ghosh AK et al.,New Finding
Malaria parasite invasion of the mosquito salivary gland requires interaction between the Plasmodium TRAP and the Anopheles saglin proteins.,https://doi.org/10.1371/journal.ppat.1000265,19148273,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 3.0,Good,02 Mar 2009,Ghosh AK et al.,Novel Drug Target
