title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Brief bursts self-inhibit and correlate the pyramidal network.,https://doi.org/10.1371/journal.pbio.1000473,20838653,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.61, Weighted sum of stars: 2.0,Very Good,20 Oct 2010,Berger TK et al.,New Finding
Prox1 is required for granule cell maturation and intermediate progenitor maintenance during brain neurogenesis.,https://doi.org/10.1371/journal.pbio.1000460,20808958,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.86, Weighted sum of stars: 1.0,Good,19 Oct 2010,Lavado A et al.,Confirmation
Spontaneous autoimmunity in 129 and C57BL/6 mice-implications for autoimmunity described in gene-targeted mice.,https://doi.org/10.1371/journal.pbio.0020243,15314659,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.58, Weighted sum of stars: 2.0,Very Good,06 Dec 2010,Bygrave AE et al.,
The transforming parasite Theileria co-opts host cell mitotic and central spindles to persist in continuously dividing cells.,https://doi.org/10.1371/journal.pbio.1000499,20927361,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 5.0,Very Good,04 Oct 2010,von Schubert C et al.,Interesting Hypothesis
The transforming parasite Theileria co-opts host cell mitotic and central spindles to persist in continuously dividing cells.,https://doi.org/10.1371/journal.pbio.1000499,20927361,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.45, Weighted sum of stars: 5.0,Very Good,04 Oct 2010,von Schubert C et al.,New Finding
Prox1 is required for granule cell maturation and intermediate progenitor maintenance during brain neurogenesis.,https://doi.org/10.1371/journal.pbio.1000460,20808958,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.86, Weighted sum of stars: 1.0,Good,19 Oct 2010,Lavado A et al.,New Finding
IL-6 and IL-10 anti-inflammatory activity links exercise to hypothalamic insulin and leptin sensitivity through IKKbeta and ER stress inhibition.,https://doi.org/10.1371/journal.pbio.1000465,20808781,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.66, Weighted sum of stars: 4.0,Exceptional,10 Oct 2010,Ropelle ER et al.,Interesting Hypothesis
Microglial interactions with synapses are modulated by visual experience.,https://doi.org/10.1371/journal.pbio.1000527,21072242,Score 6.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 26.27, Weighted sum of stars: 1.0,Good,22 Nov 2010,Tremblay MÈ et al.,
"A widespread chromosomal inversion polymorphism contributes to a major life-history transition, local adaptation, and reproductive isolation.",https://doi.org/10.1371/journal.pbio.1000500,20927411,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.45, Weighted sum of stars: 4.0,Very Good,11 Oct 2010,"Lowry DB, Willis JH",Confirmation
Coupling of a core post-translational pacemaker to a slave transcription/translation feedback loop in a circadian system.,https://doi.org/10.1371/journal.pbio.1000394,20563306,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 1.0,Good,25 Aug 2010,Qin X et al.,Interesting Hypothesis
IL-6 and IL-10 anti-inflammatory activity links exercise to hypothalamic insulin and leptin sensitivity through IKKbeta and ER stress inhibition.,https://doi.org/10.1371/journal.pbio.1000465,20808781,Score 18.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.66, Weighted sum of stars: 4.0,Exceptional,10 Oct 2010,Ropelle ER et al.,New Finding
Aging in a long-lived clonal tree.,https://doi.org/10.1371/journal.pbio.1000454,20808953,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.22, Weighted sum of stars: 2.0,Very Good,27 Sep 2010,Ally D et al.,Controversial
Aging in a long-lived clonal tree.,https://doi.org/10.1371/journal.pbio.1000454,20808953,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.22, Weighted sum of stars: 2.0,Very Good,27 Sep 2010,Ally D et al.,Interesting Hypothesis
"A widespread chromosomal inversion polymorphism contributes to a major life-history transition, local adaptation, and reproductive isolation.",https://doi.org/10.1371/journal.pbio.1000500,20927411,Score 18.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 9.45, Weighted sum of stars: 4.0,Very Good,11 Oct 2010,"Lowry DB, Willis JH",New Finding
Coupling of a core post-translational pacemaker to a slave transcription/translation feedback loop in a circadian system.,https://doi.org/10.1371/journal.pbio.1000394,20563306,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 1.0,Good,25 Aug 2010,Qin X et al.,New Finding
The role of spatially controlled cell proliferation in limb bud morphogenesis.,https://doi.org/10.1371/journal.pbio.1000420,20644711,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 2.0,Very Good,22 Aug 2010,Boehm B et al.,Interesting Hypothesis
The role of spatially controlled cell proliferation in limb bud morphogenesis.,https://doi.org/10.1371/journal.pbio.1000420,20644711,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 2.0,Very Good,22 Aug 2010,Boehm B et al.,New Finding
Aging in a long-lived clonal tree.,https://doi.org/10.1371/journal.pbio.1000454,20808953,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.22, Weighted sum of stars: 2.0,Very Good,27 Sep 2010,Ally D et al.,New Finding
Frequent and efficient use of the sister chromatid for DNA double-strand break repair during budding yeast meiosis.,https://doi.org/10.1371/journal.pbio.1000520,20976044,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.12, Weighted sum of stars: 1.0,Good,15 Nov 2010,"Goldfarb T, Lichten M",Technical Advance
A new type of proton coordination in an F(1)F(o)-ATP synthase rotor ring.,https://doi.org/10.1371/journal.pbio.1000443,20689804,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.95, Weighted sum of stars: 3.0,Good,21 Oct 2010,Preiss L et al.,Interesting Hypothesis
A new type of proton coordination in an F(1)F(o)-ATP synthase rotor ring.,https://doi.org/10.1371/journal.pbio.1000443,20689804,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.95, Weighted sum of stars: 3.0,Good,21 Oct 2010,Preiss L et al.,New Finding
A new type of proton coordination in an F(1)F(o)-ATP synthase rotor ring.,https://doi.org/10.1371/journal.pbio.1000443,20689804,Score 13.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.95, Weighted sum of stars: 3.0,Good,21 Oct 2010,Preiss L et al.,Technical Advance
The role of spatially controlled cell proliferation in limb bud morphogenesis.,https://doi.org/10.1371/journal.pbio.1000420,20644711,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 2.0,Very Good,22 Aug 2010,Boehm B et al.,Technical Advance
Active RNA polymerases: mobile or immobile molecular machines?,https://doi.org/10.1371/journal.pbio.1000419,20644712,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.28, Weighted sum of stars: 1.0,Good,14 Sep 2010,Papantonis A et al.,Confirmation
TRIM5 suppresses cross-species transmission of a primate immunodeficiency virus and selects for emergence of resistant variants in the new species.,https://doi.org/10.1371/journal.pbio.1000462,20808775,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.15, Weighted sum of stars: 2.0,Good,30 Aug 2010,Kirmaier A et al.,Interesting Hypothesis
Involvement of Lgl and Mahjong/VprBP in cell competition.,https://doi.org/10.1371/journal.pbio.1000422,20644714,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.45, Weighted sum of stars: 1.0,Good,12 Aug 2010,Tamori Y et al.,New Finding
TRIM5 suppresses cross-species transmission of a primate immunodeficiency virus and selects for emergence of resistant variants in the new species.,https://doi.org/10.1371/journal.pbio.1000462,20808775,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.15, Weighted sum of stars: 2.0,Good,30 Aug 2010,Kirmaier A et al.,New Finding
Human mucosal associated invariant T cells detect bacterially infected cells.,https://doi.org/10.1371/journal.pbio.1000407,20613858,Score 9.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.46, Weighted sum of stars: 2.0,Very Good,07 Sep 2010,Gold MC et al.,Interesting Hypothesis
Dynamic grouping of hippocampal neural activity during cognitive control of two spatial frames.,https://doi.org/10.1371/journal.pbio.1000403,20585373,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.74, Weighted sum of stars: 1.0,Good,01 Aug 2010,"Kelemen E, Fenton AA",New Finding
Cortical overexpression of neuronal calcium sensor-1 induces functional plasticity in spinal cord following unilateral pyramidal tract injury in rat.,https://doi.org/10.1371/journal.pbio.1000399,20585375,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,01 Aug 2010,Yip PK et al.,New Finding
Human mucosal associated invariant T cells detect bacterially infected cells.,https://doi.org/10.1371/journal.pbio.1000407,20613858,Score 9.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 10.46, Weighted sum of stars: 2.0,Very Good,07 Sep 2010,Gold MC et al.,New Finding
A simple genetic architecture underlies morphological variation in dogs.,https://doi.org/10.1371/journal.pbio.1000451,20711490,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.16, Weighted sum of stars: 1.0,Good,01 Sep 2010,Boyko AR et al.,Confirmation
A simple genetic architecture underlies morphological variation in dogs.,https://doi.org/10.1371/journal.pbio.1000451,20711490,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.16, Weighted sum of stars: 1.0,Good,01 Sep 2010,Boyko AR et al.,Interesting Hypothesis
Cortical overexpression of neuronal calcium sensor-1 induces functional plasticity in spinal cord following unilateral pyramidal tract injury in rat.,https://doi.org/10.1371/journal.pbio.1000399,20585375,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,01 Aug 2010,Yip PK et al.,Novel Drug Target
BiP binding to the ER-stress sensor Ire1 tunes the homeostatic behavior of the unfolded protein response.,https://doi.org/10.1371/journal.pbio.1000415,20625545,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.91, Weighted sum of stars: 2.0,Very Good,28 Jul 2010,Pincus D et al.,Interesting Hypothesis
Linking human diseases to animal models using ontology-based phenotype annotation.,https://doi.org/10.1371/journal.pbio.1000247,19956802,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 2.0,Very Good,14 Jun 2010,Washington NL et al.,Interesting Hypothesis
BiP binding to the ER-stress sensor Ire1 tunes the homeostatic behavior of the unfolded protein response.,https://doi.org/10.1371/journal.pbio.1000415,20625545,Score 9.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 6.91, Weighted sum of stars: 2.0,Very Good,28 Jul 2010,Pincus D et al.,New Finding
Improving bioscience research reporting: the ARRIVE guidelines for reporting animal research.,https://doi.org/10.1371/journal.pbio.1000412,20613859,Score 17.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 150.45, Weighted sum of stars: 2.0,Very Good,15 Jul 2010,Kilkenny C et al.,New Finding
Distorted views of biodiversity: spatial and temporal bias in species occurrence data.,https://doi.org/10.1371/journal.pbio.1000385,20532234,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5, Weighted sum of stars: 5.0,Good,20 Jun 2010,Boakes EH et al.,Controversial
Distorted views of biodiversity: spatial and temporal bias in species occurrence data.,https://doi.org/10.1371/journal.pbio.1000385,20532234,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5, Weighted sum of stars: 5.0,Good,20 Jun 2010,Boakes EH et al.,New Finding
Linking human diseases to animal models using ontology-based phenotype annotation.,https://doi.org/10.1371/journal.pbio.1000247,19956802,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.12, Weighted sum of stars: 2.0,Very Good,14 Jun 2010,Washington NL et al.,Technical Advance
Structural basis for Fe-S cluster assembly and tRNA thiolation mediated by IscS protein-protein interactions.,https://doi.org/10.1371/journal.pbio.1000354,20404999,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.3, Weighted sum of stars: 1.0,Good,02 Jun 2010,Shi R et al.,New Finding
Variability in the control of cell division underlies sepal epidermal patterning in Arabidopsis thaliana.,https://doi.org/10.1371/journal.pbio.1000367,20485493,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 3.0,Good,25 May 2010,Roeder AH et al.,Confirmation
Variability in the control of cell division underlies sepal epidermal patterning in Arabidopsis thaliana.,https://doi.org/10.1371/journal.pbio.1000367,20485493,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 3.0,Good,25 May 2010,Roeder AH et al.,Interesting Hypothesis
Variability in the control of cell division underlies sepal epidermal patterning in Arabidopsis thaliana.,https://doi.org/10.1371/journal.pbio.1000367,20485493,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 3.0,Good,25 May 2010,Roeder AH et al.,New Finding
Distorted views of biodiversity: spatial and temporal bias in species occurrence data.,https://doi.org/10.1371/journal.pbio.1000385,20532234,Score 23.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5, Weighted sum of stars: 5.0,Good,20 Jun 2010,Boakes EH et al.,Technical Advance
Variability in the control of cell division underlies sepal epidermal patterning in Arabidopsis thaliana.,https://doi.org/10.1371/journal.pbio.1000367,20485493,Score 14.0,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.29, Weighted sum of stars: 3.0,Good,25 May 2010,Roeder AH et al.,Technical Advance
Tec1 mediates the pheromone response of the white phenotype of Candida albicans: insights into the evolution of new signal transduction pathways.,https://doi.org/10.1371/journal.pbio.1000363,20454615,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 1.0,Good,25 May 2010,Sahni N et al.,Interesting Hypothesis
How microbial community composition regulates coral disease development.,https://doi.org/10.1371/journal.pbio.1000345,20361023,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.02, Weighted sum of stars: 1.0,Good,14 Apr 2010,Mao-Jones J et al.,Interesting Hypothesis
"Following tetraploidy in maize, a short deletion mechanism removed genes preferentially from one of the two homologs.",https://doi.org/10.1371/journal.pbio.1000409,20613864,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.51, Weighted sum of stars: 1.0,Good,01 Jul 2010,Woodhouse MR et al.,New Finding
"Roles for H2A.Z and its acetylation in GAL1 transcription and gene induction, but not GAL1-transcriptional memory.",https://doi.org/10.1371/journal.pbio.1000401,20582323,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,27 Jun 2010,Halley JE et al.,Controversial
"Roles for H2A.Z and its acetylation in GAL1 transcription and gene induction, but not GAL1-transcriptional memory.",https://doi.org/10.1371/journal.pbio.1000401,20582323,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.14, Weighted sum of stars: 1.0,Good,27 Jun 2010,Halley JE et al.,New Finding
Evolutionary tinkering with conserved components of a transcriptional regulatory network.,https://doi.org/10.1371/journal.pbio.1000329,20231876,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.17, Weighted sum of stars: 1.0,Good,12 Apr 2010,Lavoie H et al.,New Finding
